2.997667176910170994e+01,2.580000000000000071e+01
3.011360661483311318e+01,2.869999999999999929e+01
2.979732702542321476e+01,2.010000000000000142e+01
3.529079799952214813e+01,2.819999999999999929e+01
3.477021972988881515e+01,3.239999999999999858e+01
3.010681051534145780e+01,3.839999999999999858e+01
3.005439283997888467e+01,2.419999999999999929e+01
3.058398577603175639e+01,4.079999999999999716e+01
2.990405274187130047e+01,4.350000000000000000e+01
2.991161260005439360e+01,3.080000000000000071e+01
3.006541707888890969e+01,3.770000000000000284e+01
2.994924460866029747e+01,2.469999999999999929e+01
2.999788437779934114e+01,3.239999999999999858e+01
3.024018575889346039e+01,3.460000000000000142e+01
2.993402215690831625e+01,2.469999999999999929e+01
3.504377925615585099e+01,2.739999999999999858e+01
2.997788186944212896e+01,3.450000000000000000e+01
2.994896751786206224e+01,2.619999999999999929e+01
3.005172846332681758e+01,2.750000000000000000e+01
3.007107855377137895e+01,2.589999999999999858e+01
3.513264645429379840e+01,3.119999999999999929e+01
3.016205177488464528e+01,2.880000000000000071e+01
2.995745377141981791e+01,3.160000000000000142e+01
3.505293157564970841e+01,4.089999999999999858e+01
2.994973794568386083e+01,1.950000000000000000e+01
2.999715495731199866e+01,2.930000000000000071e+01
3.006704305766724872e+01,3.429999999999999716e+01
3.525186342260136740e+01,2.950000000000000000e+01
2.993744080594412438e+01,2.800000000000000000e+01
3.008155841957822219e+01,2.760000000000000142e+01
3.031747012242761130e+01,3.939999999999999858e+01
3.518006494676691887e+01,2.339999999999999858e+01
3.514853768052188343e+01,3.779999999999999716e+01
3.533544257426326851e+01,2.830000000000000071e+01
2.992796407743481168e+01,2.639999999999999858e+01
2.990016762191915589e+01,2.519999999999999929e+01
3.005328369358087315e+01,3.379999999999999716e+01
3.018378440044838129e+01,3.410000000000000142e+01
3.001911957904174244e+01,2.680000000000000071e+01
2.996941466974059765e+01,3.420000000000000284e+01
3.513961816586211029e+01,3.870000000000000284e+01
2.996647676329387266e+01,2.180000000000000071e+01
3.029616388117353409e+01,3.889999999999999858e+01
3.041547189319847178e+01,3.900000000000000000e+01
3.490041374868737734e+01,3.420000000000000284e+01
3.054464901951225286e+01,2.769999999999999929e+01
3.532148292409510759e+01,4.289999999999999858e+01
3.545786406992867512e+01,3.760000000000000142e+01
3.536381858440276460e+01,3.789999999999999858e+01
3.511113007476125603e+01,3.370000000000000284e+01
3.005294453900199514e+01,3.479999999999999716e+01
3.539679697403031611e+01,3.250000000000000000e+01
3.514687890002382176e+01,2.750000000000000000e+01
3.021854550656450655e+01,3.400000000000000000e+01
3.049235127629680875e+01,3.089999999999999858e+01
3.053952187924474160e+01,3.360000000000000142e+01
2.989874764660734741e+01,2.539999999999999858e+01
3.018569487527623352e+01,3.550000000000000000e+01
3.017844945734639239e+01,5.729999999999999716e+01
3.035268066389933495e+01,3.560000000000000142e+01
3.530605797413493718e+01,3.089999999999999858e+01
3.537495116275422191e+01,2.480000000000000071e+01
2.984822824217262394e+01,3.529999999999999716e+01
3.487828846794452176e+01,3.600000000000000000e+01
2.999923980333580431e+01,2.419999999999999929e+01
2.977522684217897364e+01,2.419999999999999929e+01
3.509765191623501579e+01,4.960000000000000142e+01
2.993384074100854519e+01,4.460000000000000142e+01
3.497709945425899747e+01,3.229999999999999716e+01
3.048991859694566386e+01,0.000000000000000000e+00
3.014524349308787166e+01,3.320000000000000284e+01
3.003781576585357271e+01,2.310000000000000142e+01
2.997676260724045605e+01,2.830000000000000071e+01
3.016875348885723085e+01,2.410000000000000142e+01
3.524343097491139787e+01,4.610000000000000142e+01
3.017835089349810573e+01,2.460000000000000142e+01
3.541191416892069554e+01,4.229999999999999716e+01
3.011001158946504574e+01,3.910000000000000142e+01
3.526671354898279986e+01,3.850000000000000000e+01
2.986841931160546437e+01,2.350000000000000000e+01
3.532076719078686011e+01,3.039999999999999858e+01
3.519872535527601798e+01,2.989999999999999858e+01
2.980608467782292692e+01,2.500000000000000000e+01
3.017159963652232690e+01,3.450000000000000000e+01
3.008391133746957635e+01,4.450000000000000000e+01
3.011943654207507848e+01,3.589999999999999858e+01
3.523975714288079786e+01,2.760000000000000142e+01
3.537016873754828339e+01,3.500000000000000000e+01
3.011177510255215850e+01,3.850000000000000000e+01
3.006147305340661902e+01,2.839999999999999858e+01
3.000689490808427351e+01,3.979999999999999716e+01
3.499467635565632406e+01,0.000000000000000000e+00
3.007586979418337947e+01,3.439999999999999858e+01
3.533545019002713872e+01,3.279999999999999716e+01
3.486357723440805501e+01,3.800000000000000000e+01
3.024924150829340164e+01,3.119999999999999929e+01
3.026817283517428692e+01,2.960000000000000142e+01
3.523698334465471049e+01,4.120000000000000284e+01
3.007154980541821487e+01,2.639999999999999858e+01
2.999360649994333983e+01,2.950000000000000000e+01
3.545868499576639721e+01,3.389999999999999858e+01
3.531423919174481796e+01,3.379999999999999716e+01
3.033912121782288196e+01,2.310000000000000142e+01
3.004531603232252124e+01,3.550000000000000000e+01
3.510827402987175105e+01,3.560000000000000142e+01
3.000887970838202534e+01,2.930000000000000071e+01
3.002687766001260883e+01,3.810000000000000142e+01
3.518404323793636479e+01,2.930000000000000071e+01
3.025788679075591503e+01,3.910000000000000142e+01
3.011519163521497333e+01,3.279999999999999716e+01
3.018469573165929276e+01,3.939999999999999858e+01
3.007197029941558597e+01,3.610000000000000142e+01
3.009817438970823744e+01,3.239999999999999858e+01
3.021924677901461820e+01,2.289999999999999858e+01
2.984461819052459575e+01,3.010000000000000142e+01
3.507078582733609551e+01,2.839999999999999858e+01
3.497876439368467061e+01,2.839999999999999858e+01
3.521736067103542922e+01,4.450000000000000000e+01
3.000075573050462197e+01,2.900000000000000000e+01
3.017705973636758188e+01,2.330000000000000071e+01
3.001577838509694374e+01,3.539999999999999858e+01
3.005757640630404737e+01,2.739999999999999858e+01
3.008860070573875944e+01,3.200000000000000000e+01
2.994995953798662569e+01,3.660000000000000142e+01
3.491975978839507633e+01,3.950000000000000000e+01
3.535688006527114879e+01,4.229999999999999716e+01
2.999878440168019367e+01,3.080000000000000071e+01
2.995648175166947880e+01,2.850000000000000000e+01
3.529102481439682748e+01,3.270000000000000284e+01
3.061539682273036078e+01,4.060000000000000142e+01
3.037104525600087612e+01,3.000000000000000000e+01
3.508517415418055663e+01,4.929999999999999716e+01
3.002619501599670926e+01,4.629999999999999716e+01
3.533350141194788563e+01,3.639999999999999858e+01
3.529962278834283751e+01,2.430000000000000071e+01
3.502209242750306828e+01,3.119999999999999929e+01
3.010087196679787880e+01,3.900000000000000000e+01
3.000904802618359213e+01,2.600000000000000000e+01
3.526708790650221204e+01,4.329999999999999716e+01
3.535760549485510751e+01,3.239999999999999858e+01
3.514177838616001281e+01,3.650000000000000000e+01
3.037086145546975047e+01,3.200000000000000000e+01
3.505757587647500628e+01,3.629999999999999716e+01
2.993390876751471197e+01,3.750000000000000000e+01
3.556218322790937947e+01,3.550000000000000000e+01
2.992835267417335388e+01,2.839999999999999858e+01
3.541836235228254282e+01,4.400000000000000000e+01
3.005358117314416333e+01,2.250000000000000000e+01
3.047792679220840029e+01,3.289999999999999858e+01
3.008172643473216823e+01,3.679999999999999716e+01
3.016088777273449750e+01,2.619999999999999929e+01
3.504846072852804895e+01,3.010000000000000142e+01
2.992134728627269880e+01,3.039999999999999858e+01
